LanguageIdk,CodingScheme,FindingCode,Finding group code,Finding group CUI,Finding group preferred label,Finding group SnomedID,Finding code description,Finding code CUI,Finding code preferred label,Finding code snomed ID,Severity code CUI,Severity code preferred label,Severity code snomed ID
1,AgilentB00      ,IN-0059         ,IN,C0007488,Catheterization,45211058,Right pulmonary arterioplasty,C2937236,arterioplasty,392245003,C2937236,arterioplasty,392245003
1,AgilentB00      ,IN-0060         ,IN,C0007489,Catheterization,45211059,Cor triatriatum repair,C0009995,Cor triatriatum,204369003,C0009995,Cor triatriatum,204369003
1,AgilentB00      ,IN-0061         ,IN,C0007490,Catheterization,45211060,"Resection, supravalvar mitral membrane",C0015252,Resection,315350008,C0015252,Resection,315350008
1,AgilentB00      ,IN-0062         ,IN,C0007491,Catheterization,45211061,Mitral valve repair: commissurotomy,C0190069,commissurotomy,59469009,C0190069,commissurotomy,59469009
1,AgilentB00      ,IN-0063         ,IN,C0007492,Catheterization,45211062,Mitral valve repair: closure of cleft,C1269004,Mitral valve,181286006,C1269004,Mitral valve,181286006
1,AgilentB00      ,IN-0064         ,IN,C0007493,Catheterization,45211063,Mitral valve repair: annuloplasty,C1269004,Mitral valve,181286006,C1269004,Mitral valve,181286006
1,AgilentB00      ,IN-0065         ,IN,C0007494,Catheterization,45211064,Mitral valve repair: valvuloplasty,C1269004,Mitral valve,181286006,C1269004,Mitral valve,181286006
1,AgilentB00      ,IN-0066         ,IN,C0007495,Catheterization,45211065,Mitral valve replacement: porcine,C0026268,Mitral valve replacement,174917006,C0026268,Mitral valve replacement,174917006
1,AgilentB00      ,IN-0067         ,IN,C0007496,Catheterization,45211066,Mitral valve replacement: mechanical prosthesis,C0026268,Mitral valve replacement,174917006,C0026268,Mitral valve replacement,174917006
1,AgilentB00      ,IN-0068         ,IN,C0007497,Catheterization,45211067,Repair subaortic stenosis: resection of subaortic membrane,C0340375,subaortic stenosis,204368006,C0340375,subaortic stenosis,204368006
1,AgilentB00      ,IN-0069         ,IN,C0007498,Catheterization,45211068,Repair subaortic stenosis: myomectomy,C0340375,subaortic stenosis,204368006,C0340375,subaortic stenosis,204368006
1,AgilentB00      ,IN-0070         ,IN,C0007499,Catheterization,45211069,Konno procedure,C0184661,procedure,71388002,C0184661,procedure,71388002
1,AgilentB00      ,IN-0071         ,IN,C0007500,Catheterization,45211070,Aortic valvotomy,C0190085,Aortic valvotomy,39717005,C0190085,Aortic valvotomy,39717005
1,AgilentB00      ,IN-0072         ,IN,C0007501,Catheterization,45211071,Aortic valve replacement: homograft,C0003506,Aortic valve replacement,174926009,C0003506,Aortic valve replacement,174926009
1,AgilentB00      ,IN-0073         ,IN,C0007502,Catheterization,45211072,Aortic valve replacement: mechanical prosthesis,C0003506,Aortic valve replacement,174926009,C0003506,Aortic valve replacement,174926009
1,AgilentB00      ,IN-0074         ,IN,C0007503,Catheterization,45211073,Ross procedure,C0184661,procedure,71388002,C0184661,procedure,71388002
1,AgilentB00      ,IN-0075         ,IN,C0007504,Catheterization,45211074,Anomalous left coronary artery repair by reimplantation,C0190211,coronary artery repair,41339005,C0190211,coronary artery repair,41339005
1,AgilentB00      ,IN-0076         ,IN,C0007505,Catheterization,45211075,Takeuchi repair of anomalous left coronary artery,C1261082,left coronary artery,50018008,C1261082,left coronary artery,50018008
1,AgilentB00      ,IN-0077         ,IN,C0007506,Catheterization,45211076,Coronary fistula ligation,C0265898,Coronary fistula,373093003,C0265898,Coronary fistula,373093003
1,AgilentB00      ,IN-0078         ,IN,C0007507,Catheterization,45211077,Coronary artery bypass graft,C0010055,Coronary artery bypass graft,67166004,C0010055,Coronary artery bypass graft,67166004
1,AgilentB00      ,IN-0079         ,IN,C0007508,Catheterization,45211078,"Doty repair, supravalvar aortic stenosis",C0003499,supravalvar aortic stenosis,268185002,C0003499,supravalvar aortic stenosis,268185002
1,AgilentB00      ,IN-0080         ,IN,C0007509,Catheterization,45211079,Coarctation repair,C0003492,Coarctation,7305005,C0003492,Coarctation,7305005
1,AgilentB00      ,IN-0081         ,IN,C0007510,Catheterization,45211080,"Coarctation repair, subclavian flap",C0003492,Coarctation,7305005,C0003492,Coarctation,7305005
1,AgilentB00      ,IN-0082         ,IN,C0007511,Catheterization,45211081,"Coarctation repair, end to end anastomosis",C0332855,to end anastomosis,257744002,C0332855,to end anastomosis,257744002
1,AgilentB00      ,IN-0083         ,IN,C0007512,Catheterization,45211082,"Coarctation repair, extended end to end anastomosis",C0332855,to end anastomosis,257744002,C0332855,to end anastomosis,257744002
1,AgilentB00      ,IN-0084         ,IN,C0007513,Catheterization,45211083,"Coarctation repair, patch aortoplasty",C0003492,Coarctation,7305005,C0003492,Coarctation,7305005
1,AgilentB00      ,IN-0085         ,IN,C0007514,Catheterization,45211084,"Coarctation repair, tube graft",C0003492,Coarctation,7305005,C0003492,Coarctation,7305005
1,AgilentB00      ,IN-0086         ,IN,C0007515,Catheterization,45211085,Interrupted aortic arch repair,C0152419,Interrupted aortic arch,218728005,C0152419,Interrupted aortic arch,218728005
1,AgilentB00      ,IN-0087         ,IN,C0007516,Catheterization,45211086,Vascular ring repair,C0221214,Vascular ring,253659000,C0221214,Vascular ring,253659000
1,AgilentB00      ,IN-0088         ,IN,C0007517,Catheterization,45211087,Truncus arteriosus repair,C0041207,Truncus arteriosus,204291007,C0041207,Truncus arteriosus,204291007
1,AgilentB00      ,IN-0089         ,IN,C0007518,Catheterization,45211088,Double outlet right ventricle repair,C0013069,Double outlet right ventricle,7484005,C0013069,Double outlet right ventricle,7484005
1,AgilentB00      ,IN-0090         ,IN,C0007519,Catheterization,45211089,Senning atrial switch procedure,C0184661,procedure,71388002,C0184661,procedure,71388002
1,AgilentB00      ,IN-0091         ,IN,C0007520,Catheterization,45211090,Mustard atrial switch procedure,C0184661,procedure,71388002,C0184661,procedure,71388002
1,AgilentB00      ,IN-0092         ,IN,C0007521,Catheterization,45211091,Jatene arterial switch procedure,C0184661,procedure,71388002,C0184661,procedure,71388002
1,AgilentB00      ,IN-0093         ,IN,C0007522,Catheterization,45211092,Epicardial pacemaker,C0030163,pacemaker,149206005,C0030163,pacemaker,149206005
1,AgilentB00      ,IN-0094         ,IN,C0007523,Catheterization,45211093,Pericardectomy,C0031042,Pericardectomy,34646007,C0031042,Pericardectomy,34646007
1,AgilentB00      ,IN-0095         ,IN,C0007524,Catheterization,45211094,Heart transplantation,C0018823,Heart transplantation,149204008,C0018823,Heart transplantation,149204008
1,AgilentB00      ,LA-0001         ,LA,C0225860,Left Atrium,82471001,Normal left atrial size,C0225860,left atrium,82471001,C0232357,Normal,45332005
1,AgilentB00      ,LA-0002         ,LA,C0225861,Left Atrium,82471002,_ left atrial enlargement,C0238705,left atrial enlargement,6.7741E+13,N / A,N / A,N / A
1,AgilentB00      ,LA-0003         ,LA,C0225862,Left Atrium,82471003,_ left atrium,C0225860,left atrium,82471001,N / A,N / A,N / A
1,AgilentB00      ,LA-0004         ,LA,C0225863,Left Atrium,82471004,"No evidence of left atrial myxoma, mass or thrombus",C0518959,left atrial myxoma,No match,C0332125,No evidence of,41647002
1,AgilentB00      ,LA-0005         ,LA,C0225864,Left Atrium,82471005,Left atrial myxoma,C0518959,Left atrial myxoma,No match,N / A,N / A,N / A
1,AgilentB00      ,LA-0006         ,LA,C0225865,Left Atrium,82471006,Left atrial mass,C0018792,atrial,59652004,C0018792,atrial,59652004
1,AgilentB00      ,LA-0007         ,LA,C0225866,Left Atrium,82471007,Left atrial thrombus,C3532827,Left atrial thrombus,473360003,C3532827,Left atrial thrombus,473360003
1,AgilentB00      ,LA-0008         ,LA,C0225867,Left Atrium,82471008,Left atrial catheter,C5566353,Left atrial catheter,1162468008,C5566353,Left atrial catheter,1162468008
1,AgilentB00      ,LA-0009         ,LA,C0225868,Left Atrium,82471009,Tumor in left atrium,C0225860,left atrium,82471001,C0225860,left atrium,82471001
1,AgilentB00      ,LA-0010         ,LA,C0225869,Left Atrium,82471010,Spontaneous contrast in left atrium,C0225860,left atrium,82471001,C0225860,left atrium,82471001
1,AgilentB00      ,LA-0011         ,LA,C0225870,Left Atrium,82471011,Umbilical vein catheter in left atrium,C1280193,Umbilical vein,244409001,C1280193,Umbilical vein,244409001
1,AgilentB00      ,LA-0012         ,LA,C0225871,Left Atrium,82471012,The left atrium is not well visualized.,C0225860,left atrium,82471001,C0225860,left atrium,82471001
1,AgilentB00      ,LA-0017         ,LA,C0225872,Left Atrium,82471013,The left atrium is enlarged due to cardiac transplantation.,C0018823,cardiac transplantation,149204008,C0018823,cardiac transplantation,149204008
1,AgilentB00      ,LA-0021         ,LA,C0225873,Left Atrium,82471014,A thrombus is seen in the left atrium.,C0225860,left atrium,82471001,C0225860,left atrium,82471001
1,AgilentB00      ,LA-0022         ,LA,C0225874,Left Atrium,82471015,There is a thrombus seen in the left atrial appendage.,C0225832,atrial appendage,68786006,C0225832,atrial appendage,68786006
1,AgilentB00      ,LA-0024         ,LA,C0225875,Left Atrium,82471016,No thrombus is detected in the left atrial appendage.,C0225832,atrial appendage,68786006,C0225832,atrial appendage,68786006
1,AgilentB00      ,LA-0025         ,LA,C0225876,Left Atrium,82471017,No left atrial mass or thrombus visualized.,C0087086,thrombus,70281000,C0087086,thrombus,70281000
1,AgilentB00      ,LV-0001         ,LV,C0225897,Left Ventricle,87878005,Normal left ventricle structure and size,C0225897,left ventricle,87878005,C0225897,left ventricle,87878005
1,AgilentB00      ,LV-0002         ,LV,C0225898,Left Ventricle,87878006,"Dilated left ventricle, _",C0344911,Dilated left ventricle,253541009,C0344911,Dilated left ventricle,253541009
1,AgilentB00      ,LV-0003         ,LV,C0225899,Left Ventricle,87878007,Left Ventricle false tendon,C0225897,Left Ventricle,87878005,C0225897,Left Ventricle,87878005
1,AgilentB00      ,LV-0004         ,LV,C0225900,Left Ventricle,87878008,_ concentric left ventricular hypertrophy,C0149721,left ventricular hypertrophy,55827005,C0149721,left ventricular hypertrophy,55827005
1,AgilentB00      ,LV-0005         ,LV,C0225901,Left Ventricle,87878009,_ septal wall hypertrophy,C0020564,hypertrophy,56246009,C0020564,hypertrophy,56246009
1,AgilentB00      ,LV-0006         ,LV,C0225902,Left Ventricle,87878010,Left ventricular hypertrophy: asymmetric with no LVOT obstruction,C3484363,Left ventricular hypertrophy,No match,C3484363,Left ventricular hypertrophy,No match
1,AgilentB00      ,LV-0007         ,LV,C0225903,Left Ventricle,87878011,Left ventricular hypertrophy: asymmetric with dynamic LVOT obstruction,C3484363,Left ventricular hypertrophy,No match,C3484363,Left ventricular hypertrophy,No match
1,AgilentB00      ,LV-0008         ,LV,C0225904,Left Ventricle,87878012,_ posterior wall hypertrophy,C0020564,hypertrophy,56246009,C0020564,hypertrophy,56246009
1,AgilentB00      ,LV-0009         ,LV,C0225905,Left Ventricle,87878013,_ apical hypertrophy,C0020564,hypertrophy,56246009,C0020564,hypertrophy,56246009
1,AgilentB00      ,LV-0010         ,LV,C0225906,Left Ventricle,87878014,"Hypoplastic left ventricle, _",C3280941,Hypoplastic left ventricle,No match,C3280941,Hypoplastic left ventricle,No match
1,AgilentB00      ,LV-0011         ,LV,C0225907,Left Ventricle,87878015,Hypoplastic left heart syndrome,C0152101,Hypoplastic left heart syndrome,62067003,C0152101,Hypoplastic left heart syndrome,62067003
1,AgilentB00      ,LV-0012         ,LV,C0225908,Left Ventricle,87878016,"Cardiomyopathy, dilated congestive",C0007193,"Cardiomyopathy, dilated",399020009,C0007193,"Cardiomyopathy, dilated",399020009
1,AgilentB00      ,LV-0013         ,LV,C0225909,Left Ventricle,87878017,"Cardiomyopathy, hypertrophic non-obstructive",C0007194,"Cardiomyopathy, hypertrophic",15471000,C0007194,"Cardiomyopathy, hypertrophic",15471000
1,AgilentB00      ,LV-0014         ,LV,C0225910,Left Ventricle,87878018,"Cardiomyopathy, hypertrophic obstructive",C0007194,"Cardiomyopathy, hypertrophic",15471000,C0007194,"Cardiomyopathy, hypertrophic",15471000
1,AgilentB00      ,LV-0015         ,LV,C0225911,Left Ventricle,87878019,No evidence of left ventricular mass or tumors,C0455825,left ventricular mass,250925002,C0455825,left ventricular mass,250925002
1,AgilentB00      ,LV-0016         ,LV,C0225912,Left Ventricle,87878020,Left ventricular tumor,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,LV-0017         ,LV,C0225913,Left Ventricle,87878021,Left ventricular thrombus,C0587044,Left ventricular thrombus,195148001,C0587044,Left ventricular thrombus,195148001
1,AgilentB00      ,LV-0018         ,LV,C0225914,Left Ventricle,87878022,Left ventricular vegetation,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,LV-0019         ,LV,C0225915,Left Ventricle,87878023,Non-compaction of left ventricle,C0225897,left ventricle,87878005,C0225897,left ventricle,87878005
1,AgilentB00      ,LV-0020         ,LV,C0225916,Left Ventricle,87878024,Tumor in left ventricle,C0225897,left ventricle,87878005,C0225897,left ventricle,87878005
1,AgilentB00      ,LV-0021         ,LV,C0225917,Left Ventricle,87878025,Spontaneous contrast in left ventricle,C0225897,left ventricle,87878005,C0225897,left ventricle,87878005
1,AgilentB00      ,LV-0022         ,LV,C0225918,Left Ventricle,87878026,Endocardial fibroelastosis of left ventricle,C0014117,Endocardial fibroelastosis,65457005,C0014117,Endocardial fibroelastosis,65457005
1,AgilentB00      ,LV-0023         ,LV,C0225919,Left Ventricle,87878027,Unidentified echodense object on papillary muscle,C0030352,papillary muscle,35054001,C0030352,papillary muscle,35054001
1,AgilentB00      ,LV-0024         ,LV,C0225920,Left Ventricle,87878028,Normal left ventricular systolic and diastolic function,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,LV-0025         ,LV,C0225921,Left Ventricle,87878029,Normal left ventricular systolic function,C3266756,Normal left ventricular systolic function,1.001E+12,C3266756,Normal left ventricular systolic function,1.001E+12
1,AgilentB00      ,LV-0026         ,LV,C0225922,Left Ventricle,87878030,Normal left ventricular diastolic function,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,LV-0027         ,LV,C0225923,Left Ventricle,87878031,Hyperdynamic left ventricular function,C5238742,Hyperdynamic,No match,C5238742,Hyperdynamic,No match
1,AgilentB00      ,LV-0028         ,LV,C0225924,Left Ventricle,87878032,_ decreased left ventricular systolic function,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,LV-0029         ,LV,C0225925,Left Ventricle,87878033,Abnormal left ventricular diastolic function,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,LV-0030         ,LV,C0225926,Left Ventricle,87878034,Normal VCFC/ESWS  relation,C0232357,Normal,45332005,C0232357,Normal,45332005
1,AgilentB00      ,LV-0031         ,LV,C0225927,Left Ventricle,87878035,VCFC low for ESWS,C1550472,low,No match,C1550472,low,No match
1,AgilentB00      ,LV-0032         ,LV,C0225928,Left Ventricle,87878036,High ESWS,C3889660,High,No match,C3889660,High,No match
1,AgilentB00      ,LV-0033         ,LV,C0225929,Left Ventricle,87878037,VCFC high for ESWS,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0034         ,LV,C0225930,Left Ventricle,87878038,Normal left ventricular wall motion,C0507618,ventricular wall,No match,C0507618,ventricular wall,No match
1,AgilentB00      ,LV-0035         ,LV,C0225931,Left Ventricle,87878039,Global hypokinesia of the left ventricle,C0225897,left ventricle,87878005,C0225897,left ventricle,87878005
1,AgilentB00      ,LV-0036         ,LV,C0225932,Left Ventricle,87878040,Normal septal motion,C0232357,Normal,45332005,C0232357,Normal,45332005
1,AgilentB00      ,LV-0037         ,LV,C0225933,Left Ventricle,87878041,_ septal hypokinesis,C0086439,hypokinesis,43994002,C0086439,hypokinesis,43994002
1,AgilentB00      ,LV-0038         ,LV,C0225934,Left Ventricle,87878042,Septal akinesis,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0039         ,LV,C0225935,Left Ventricle,87878043,Septal dyskinesis,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0040         ,LV,C0225936,Left Ventricle,87878044,Normal posterior wall motion,C0232357,Normal,45332005,C0232357,Normal,45332005
1,AgilentB00      ,LV-0041         ,LV,C0225937,Left Ventricle,87878045,_ posterior wall hypokinesis,C0086439,hypokinesis,43994002,C0086439,hypokinesis,43994002
1,AgilentB00      ,LV-0042         ,LV,C0225938,Left Ventricle,87878046,Posterior wall akinesis,C0751438,Posterior,72442006,C0751438,Posterior,72442006
1,AgilentB00      ,LV-0043         ,LV,C0225939,Left Ventricle,87878047,Posterior wall dyskinesis,C0751438,Posterior,72442006,C0751438,Posterior,72442006
1,AgilentB00      ,LV-0044         ,LV,C0225940,Left Ventricle,87878048,Normal inferior wall motion,C0232357,Normal,45332005,C0232357,Normal,45332005
1,AgilentB00      ,LV-0045         ,LV,C0225941,Left Ventricle,87878049,_ inferior wall hypokinesis,C0086439,hypokinesis,43994002,C0086439,hypokinesis,43994002
1,AgilentB00      ,LV-0046         ,LV,C0225942,Left Ventricle,87878050,Inferior wall akinesis,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0047         ,LV,C0225943,Left Ventricle,87878051,Inferior wall dyskinesis,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0048         ,LV,C0225944,Left Ventricle,87878052,Normal apical wall motion,C0232357,Normal,45332005,C0232357,Normal,45332005
1,AgilentB00      ,LV-0049         ,LV,C0225945,Left Ventricle,87878053,_ apical wall hypokinesis,C0086439,hypokinesis,43994002,C0086439,hypokinesis,43994002
1,AgilentB00      ,LV-0050         ,LV,C0225946,Left Ventricle,87878054,Apical wall akinesis,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0051         ,LV,C0225947,Left Ventricle,87878055,Apical wall dyskinesis,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0052         ,LV,C0225948,Left Ventricle,87878056,Normal lateral wall motion,C0232357,Normal,45332005,C0232357,Normal,45332005
1,AgilentB00      ,LV-0053         ,LV,C0225949,Left Ventricle,87878057,_ lateral wall hypokinesis,C0086439,hypokinesis,43994002,C0086439,hypokinesis,43994002
1,AgilentB00      ,LV-0054         ,LV,C0225950,Left Ventricle,87878058,Lateral wall akinesis,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0055         ,LV,C0225951,Left Ventricle,87878059,Lateral wall dyskinesis,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0056         ,LV,C0225952,Left Ventricle,87878060,Normal anterior wall motion,C0232357,Normal,45332005,C0232357,Normal,45332005
1,AgilentB00      ,LV-0057         ,LV,C0225953,Left Ventricle,87878061,_ anterior wall hypokinesis,C0086439,hypokinesis,43994002,C0086439,hypokinesis,43994002
1,AgilentB00      ,LV-0058         ,LV,C0225954,Left Ventricle,87878062,Anterior wall akinesis,C0751437,Anterior,51742006,C0751437,Anterior,51742006
1,AgilentB00      ,LV-0059         ,LV,C0225955,Left Ventricle,87878063,Anterior wall dyskinesis,C0751437,Anterior,51742006,C0751437,Anterior,51742006
1,AgilentB00      ,LV-0065         ,LV,C0225956,Left Ventricle,87878064,There is normal left ventricular wall thickness.,C0507618,ventricular wall,No match,C0507618,ventricular wall,No match
1,AgilentB00      ,LV-0074         ,LV,C0225957,Left Ventricle,87878065,An intracavitary gradient is suspected.,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0075         ,LV,C0225958,Left Ventricle,87878066,An intracavitary gradient is present.,C0150312,present,10828004,C0150312,present,10828004
1,AgilentB00      ,LV-0076         ,LV,C0225959,Left Ventricle,87878067,A mid-cavitary gradient is present.,C0150312,present,10828004,C0150312,present,10828004
1,AgilentB00      ,LV-0079         ,LV,C0225960,Left Ventricle,87878068,Left ventricular systolic function is low normal.,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,LV-0080         ,LV,C0225961,Left Ventricle,87878069,Left ventricular systolic function is _ reduced.,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,LV-0081         ,LV,C0225962,Left Ventricle,87878070,The left ventricular ejection fraction is grossly normal.,C0042508,ventricular ejection fraction,No match,C0042508,ventricular ejection fraction,No match
1,AgilentB00      ,LV-0084         ,LV,C0225963,Left Ventricle,87878071,The left ventricle is hyperdynamic.,C0225897,left ventricle,87878005,C0225897,left ventricle,87878005
1,AgilentB00      ,LV-0085         ,LV,C0225964,Left Ventricle,87878072,"Due to the poor quality of the echocardiogram, an assessment of left ventricular ejection fraction cannot be made.",C0042508,ventricular ejection fraction,No match,C0042508,ventricular ejection fraction,No match
1,AgilentB00      ,LV-0086         ,LV,C0225965,Left Ventricle,87878073,The transmitral spectral Doppler flow pattern is _.,C0554756,Doppler,252442005,C0554756,Doppler,252442005
1,AgilentB00      ,LV-0087         ,LV,C0225966,Left Ventricle,87878074,The transmitral spectral Doppler flow pattern is suggestive of _.,C0554756,Doppler,252442005,C0554756,Doppler,252442005
1,AgilentB00      ,LV-0091         ,LV,C0225967,Left Ventricle,87878075,No regional wall motion abnormalities noted.,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,LV-0117         ,LV,C0225968,Left Ventricle,87878076,There is a no left ventricular aneurysm.,C0519097,left ventricular aneurysm,297160003,C0519097,left ventricular aneurysm,297160003
1,AgilentB00      ,LV-0118         ,LV,C0225969,Left Ventricle,87878077,There is a _ apical aneurysm.,C0002940,aneurysm,85659009,C0002940,aneurysm,85659009
1,AgilentB00      ,LV-0119         ,LV,C0225970,Left Ventricle,87878078,A pseudoaneurysm is present.,C1510412,pseudoaneurysm,22036004,C1510412,pseudoaneurysm,22036004
1,AgilentB00      ,LV-0120         ,LV,C0225971,Left Ventricle,87878079,A basal inferior aneurysm is present.,C0002940,aneurysm,85659009,C0002940,aneurysm,85659009
1,AgilentB00      ,LV-0121         ,LV,C0225972,Left Ventricle,87878080,A basal posterior aneurysm is present.,C0002940,aneurysm,85659009,C0002940,aneurysm,85659009
1,AgilentB00      ,LV-0122         ,LV,C0225973,Left Ventricle,87878081,A basal lateral aneurysm is present.,C0002940,aneurysm,85659009,C0002940,aneurysm,85659009
1,AgilentB00      ,LV-0124         ,LV,C0225974,Left Ventricle,87878082,There is no thrombus.,C0087086,thrombus,70281000,C0087086,thrombus,70281000
1,AgilentB00      ,LV-0125         ,LV,C0225975,Left Ventricle,87878083,There is a _ apical thrombus.,C0087086,thrombus,70281000,C0087086,thrombus,70281000
1,AgilentB00      ,LV-0126         ,LV,C0225976,Left Ventricle,87878084,Thrombus can not be excluded.,C0087086,Thrombus,70281000,C0087086,Thrombus,70281000
1,AgilentB00      ,LV-0131         ,LV,C0225977,Left Ventricle,87878085,A mass is noted in the left ventricle.,C0225897,left ventricle,87878005,C0225897,left ventricle,87878005
1,AgilentB00      ,MV-0001         ,MV,C0026264,Mitral Valve,91134007,Normal mitral valve,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0002         ,MV,C0026265,Mitral Valve,91134008,Large mitral valve annulus,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0003         ,MV,C0026266,Mitral Valve,91134009,Mitral valve deformities; unspecified,C1269004,Mitral valve,181286006,C1269004,Mitral valve,181286006
1,AgilentB00      ,MV-0004         ,MV,C0026267,Mitral Valve,91134010,Mitral valve fails to coapt,C1269004,Mitral valve,181286006,C1269004,Mitral valve,181286006
1,AgilentB00      ,MV-0005         ,MV,C0026268,Mitral Valve,91134011,No mitral valve prolapse,C0026267,mitral valve prolapse,8074002,C0026267,mitral valve prolapse,8074002
1,AgilentB00      ,MV-0006         ,MV,C0026269,Mitral Valve,91134012,"_ mitral valve prolapse, anterior leaflet",C0026267,mitral valve prolapse,8074002,C0026267,mitral valve prolapse,8074002
1,AgilentB00      ,MV-0007         ,MV,C0026270,Mitral Valve,91134013,"_ mitral valve prolapse, posterior leaflet",C0026267,mitral valve prolapse,8074002,C0026267,mitral valve prolapse,8074002
1,AgilentB00      ,MV-0008         ,MV,C0026271,Mitral Valve,91134014,Ruptured chordae tendineae of mitral valve,C0008484,chordae tendineae,102298001,C0008484,chordae tendineae,102298001
1,AgilentB00      ,MV-0009         ,MV,C0026272,Mitral Valve,91134015,Hypoplastic mitral valve,C4748959,Hypoplastic mitral valve,No match,C4748959,Hypoplastic mitral valve,No match
1,AgilentB00      ,MV-0010         ,MV,C0026273,Mitral Valve,91134016,Mitral valve stenosis,C0264766,Mitral valve stenosis,155277002,C0264766,Mitral valve stenosis,155277002
1,AgilentB00      ,MV-0011         ,MV,C0026274,Mitral Valve,91134017,Small mitral valve annulus,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0012         ,MV,C0026275,Mitral Valve,91134018,Thickened mitral valve leaflets,C3807622,Thickened mitral valve leaflets,No match,C3807622,Thickened mitral valve leaflets,No match
1,AgilentB00      ,MV-0013         ,MV,C0026276,Mitral Valve,91134019,Thickened mitral valve anterior leaflet,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0014         ,MV,C0026277,Mitral Valve,91134020,Thickened mitral valve posterior leaflet,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0015         ,MV,C0026278,Mitral Valve,91134021,Immobile mitral valve leaflets,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0016         ,MV,C0026279,Mitral Valve,91134022,Immobile mitral valve anterior leaflet,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0017         ,MV,C0026280,Mitral Valve,91134023,Immobile mitral valve posterior leaflet,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0018         ,MV,C0026281,Mitral Valve,91134024,Cleft mitral valve,C0344772,Cleft mitral valve,78495000,C0344772,Cleft mitral valve,78495000
1,AgilentB00      ,MV-0019         ,MV,C0026282,Mitral Valve,91134025,Parachute mitral valve,C0546965,Parachute mitral valve,82458004,C0546965,Parachute mitral valve,82458004
1,AgilentB00      ,MV-0020         ,MV,C0026283,Mitral Valve,91134026,Shortened mitral valve chordae,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0021         ,MV,C0026284,Mitral Valve,91134027,Thickened mitral valve chordae,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0022         ,MV,C0026285,Mitral Valve,91134028,Single papillary muscle,C0030352,papillary muscle,35054001,C0030352,papillary muscle,35054001
1,AgilentB00      ,MV-0023         ,MV,C0026286,Mitral Valve,91134029,Closely spaced papillary muscle,C0030352,papillary muscle,35054001,C0030352,papillary muscle,35054001
1,AgilentB00      ,MV-0024         ,MV,C0026287,Mitral Valve,91134030,Double orifice mitral valve,C0344770,Double orifice mitral valve,253402005,C0344770,Double orifice mitral valve,253402005
1,AgilentB00      ,MV-0025         ,MV,C0026288,Mitral Valve,91134031,Vegetation on mitral valve,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
1,AgilentB00      ,MV-0026         ,MV,C0026289,Mitral Valve,91134032,Supravalvar mitral membrane,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,MV-0027         ,MV,C0026290,Mitral Valve,91134033,Mitral valve atresia,C0344760,Mitral valve atresia,23063005,C0344760,Mitral valve atresia,23063005
1,AgilentB00      ,MV-0028         ,MV,C0026291,Mitral Valve,91134034,Mitral valve prolapse: only with sitting/standing,C0026267,Mitral valve prolapse,8074002,C0026267,Mitral valve prolapse,8074002
1,AgilentB00      ,MV-0029         ,MV,C0026292,Mitral Valve,91134035,No positional change in mitral valve motion with sitting/standing,C0026264,mitral valve,91134007,C0026264,mitral valve,91134007
